canal_preferido,categoria_favorita,regiao,marca_preferida,influenciador,frequencia_compra,pagamento,genero,ticket_medio,qtd_itens,data_nascimento
whatsapp,laticinios,sul,marca_02,influencer_016,bimestral,debito,outro,141.6159577204304,5,27/11/1959
parceiros,snacks,sudeste,marca_04,influencer_003,mensal,carteira_digital,outro,149.44737133871658,8,01/08/1973
ecommerce,mercearia,sul,marca_02,influencer_048,mensal,carteira_digital,masculino,147.8841948829334,2,01/11/1976
loja_fisica,bebidas,sudeste,marca_01,influencer_095,bimestral,boleto,masculino,127.67000217712362,1,01/02/1966
loja_fisica,snacks,norte,marca_08,influencer_053,bimestral,carteira_digital,masculino,109.64739267346883,1,24/08/1996
loja_fisica,higiene,nordeste,marca_51,influencer_100,mensal,boleto,masculino,111.17246490679096,2,07/04/1987
ecommerce,limpeza,sul,marca_47,influencer_005,mensal,pix,masculino,101.58394393316166,3,14/07/1978
app,laticinios,centro_oeste,marca_50,influencer_056,mensal,boleto,outro,103.98436945572192,2,03/02/1976
parceiros,bebidas,sudeste,marca_37,influencer_094,quinzenal,debito,masculino,47.55860970963637,7,27/05/1985
loja_fisica,bebidas,sudeste,marca_37,influencer_080,semanal,debito,outro,71.42768212269223,9,22/05/1975
loja_fisica,snacks,centro_oeste,marca_07,influencer_102,semanal,credito,outro,113.46314807496307,5,16/07/1995
ecommerce,higiene,nordeste,marca_41,influencer_032,mensal,debito,masculino,30.365320772893355,1,25/09/1997
app,laticinios,norte,marca_16,influencer_059,trimestral,boleto,feminino,39.68640707922586,0,06/07/1964
ecommerce,laticinios,centro_oeste,marca_31,influencer_081,semanal,carteira_digital,feminino,106.62871306153077,4,12/11/2006
whatsapp,laticinios,centro_oeste,marca_57,influencer_020,mensal,carteira_digital,masculino,114.86676334779946,5,28/04/1979
whatsapp,bebidas,sudeste,marca_52,influencer_097,quinzenal,credito,nao_informado,107.46578599875383,4,15/05/1965
loja_fisica,higiene,norte,marca_13,influencer_037,mensal,pix,nao_informado,24.803706745876624,5,09/06/2000
parceiros,mercearia,norte,marca_44,influencer_010,bimestral,pix,masculino,182.09580893095708,7,18/08/1976
app,snacks,sudeste,marca_06,influencer_091,bimestral,credito,outro,62.55077328487981,8,27/11/1962
ecommerce,limpeza,centro_oeste,marca_01,influencer_084,bimestral,pix,feminino,87.27355718099349,0,03/08/1983
loja_fisica,snacks,sul,marca_01,influencer_106,bimestral,debito,masculino,69.52928060801916,2,28/12/1976
app,snacks,centro_oeste,marca_10,influencer_107,semanal,carteira_digital,outro,171.96123452198037,3,14/06/1968
app,laticinios,nordeste,marca_41,influencer_033,mensal,debito,masculino,136.85680488161984,2,03/07/1993
parceiros,snacks,nordeste,marca_21,influencer_076,quinzenal,carteira_digital,masculino,101.0702751540588,7,27/09/1976
parceiros,laticinios,sudeste,marca_00,influencer_119,trimestral,carteira_digital,masculino,98.25376416261048,2,16/02/1982
loja_fisica,snacks,centro_oeste,marca_59,influencer_029,bimestral,boleto,feminino,127.18372936311137,2,06/02/1957
app,bebidas,nordeste,marca_31,influencer_056,semanal,credito,feminino,70.13782795103182,4,06/05/1974
parceiros,snacks,sudeste,marca_23,influencer_109,quinzenal,debito,nao_informado,135.2295760858504,4,03/01/1957
loja_fisica,bebidas,sudeste,marca_31,influencer_012,mensal,carteira_digital,feminino,98.05420650393324,3,15/05/1969
whatsapp,higiene,norte,marca_31,influencer_111,trimestral,credito,nao_informado,140.78556727786935,5,08/05/1996
app,bebidas,sudeste,marca_28,influencer_058,semanal,credito,masculino,139.42890045946612,8,09/08/2004
app,limpeza,nordeste,marca_36,influencer_107,mensal,carteira_digital,feminino,96.25553526562015,6,16/12/1972
ecommerce,laticinios,norte,marca_53,influencer_074,quinzenal,boleto,outro,37.89153923244656,5,27/07/1992
loja_fisica,higiene,sul,marca_17,influencer_080,bimestral,boleto,outro,110.12699046228563,4,25/12/1992
app,bebidas,nordeste,marca_29,influencer_092,bimestral,credito,nao_informado,62.021078024433784,3,03/08/1996
app,higiene,sul,marca_00,influencer_007,quinzenal,pix,feminino,123.14538743573482,4,10/08/1959
parceiros,mercearia,centro_oeste,marca_51,influencer_075,bimestral,carteira_digital,feminino,109.7371253248005,8,07/11/1970
whatsapp,limpeza,centro_oeste,marca_18,influencer_110,semanal,debito,outro,96.48020480480474,6,10/07/1990
parceiros,bebidas,sul,marca_16,influencer_114,trimestral,credito,outro,68.17750877962169,2,26/12/1970
ecommerce,limpeza,nordeste,marca_59,influencer_116,semanal,credito,nao_informado,167.47156716128916,3,10/08/1989
loja_fisica,higiene,nordeste,marca_34,influencer_077,mensal,boleto,feminino,101.85270820287226,4,19/05/2002
loja_fisica,snacks,centro_oeste,marca_07,influencer_075,quinzenal,debito,masculino,214.13403455127371,7,24/06/1998
loja_fisica,bebidas,sul,marca_15,influencer_066,mensal,carteira_digital,masculino,121.39718437826036,7,08/08/1980
app,laticinios,nordeste,marca_21,influencer_072,quinzenal,debito,masculino,134.06357446739224,2,14/04/1965
loja_fisica,bebidas,centro_oeste,marca_59,influencer_073,mensal,credito,feminino,121.56848777521456,4,23/09/1971
loja_fisica,bebidas,sudeste,marca_25,influencer_004,semanal,carteira_digital,masculino,133.66286919400702,5,10/01/1984
parceiros,bebidas,nordeste,marca_13,influencer_010,quinzenal,carteira_digital,feminino,163.7074933224592,10,19/09/1994
loja_fisica,limpeza,sudeste,marca_34,influencer_074,trimestral,boleto,nao_informado,164.16905322981773,4,05/01/2002
loja_fisica,higiene,nordeste,marca_24,influencer_037,mensal,carteira_digital,nao_informado,49.335691513759116,2,26/02/1999
parceiros,snacks,sul,marca_03,influencer_035,mensal,credito,nao_informado,154.21989598454763,7,04/12/1966
ecommerce,higiene,centro_oeste,marca_51,influencer_023,bimestral,pix,masculino,139.88557674358654,3,20/10/1960
whatsapp,limpeza,sul,marca_00,influencer_096,mensal,credito,feminino,121.43568797015423,6,28/09/1961
app,snacks,sudeste,marca_53,influencer_115,trimestral,pix,outro,188.5020369390287,4,04/12/1966
loja_fisica,laticinios,centro_oeste,marca_47,influencer_075,quinzenal,boleto,feminino,190.11067273435742,6,14/09/1973
app,snacks,centro_oeste,marca_04,influencer_113,trimestral,carteira_digital,outro,156.1838507955652,7,27/02/1957
app,bebidas,norte,marca_43,influencer_106,trimestral,credito,feminino,98.25864049085612,6,03/11/2006
app,laticinios,norte,marca_46,influencer_025,quinzenal,debito,nao_informado,72.30067476164271,3,09/03/1973
whatsapp,mercearia,sul,marca_36,influencer_018,quinzenal,carteira_digital,feminino,150.17600528667217,7,26/08/1963
whatsapp,snacks,norte,marca_34,influencer_025,bimestral,pix,nao_informado,174.38134234203068,3,04/11/1983
whatsapp,laticinios,sudeste,marca_02,influencer_011,bimestral,debito,outro,38.85368953813705,4,27/09/1961
whatsapp,higiene,sudeste,marca_03,influencer_069,semanal,debito,feminino,163.45178921599464,6,21/01/2000
loja_fisica,snacks,centro_oeste,marca_43,influencer_033,quinzenal,debito,nao_informado,109.80537850591946,3,07/10/2007
app,mercearia,norte,marca_06,influencer_109,semanal,pix,outro,47.63988662342291,1,06/10/2003
parceiros,mercearia,sudeste,marca_14,influencer_073,bimestral,pix,outro,138.77584620919876,5,09/02/1975
whatsapp,snacks,sudeste,marca_29,influencer_042,bimestral,pix,masculino,156.37546613895444,5,15/12/1988
ecommerce,limpeza,centro_oeste,marca_09,influencer_118,semanal,pix,masculino,105.94605370130255,4,27/03/1962
loja_fisica,higiene,sudeste,marca_47,influencer_114,mensal,pix,outro,77.70581473587441,4,23/01/1957
parceiros,bebidas,sul,marca_48,influencer_093,bimestral,credito,nao_informado,188.4836370757709,4,01/07/1984
parceiros,laticinios,sudeste,marca_50,influencer_094,trimestral,credito,outro,93.25452054744393,3,17/09/1994
parceiros,limpeza,sudeste,marca_02,influencer_117,semanal,debito,masculino,166.37889269673468,6,10/02/1955
ecommerce,limpeza,sul,marca_25,influencer_071,quinzenal,carteira_digital,outro,59.47798699250576,1,15/02/2007
ecommerce,limpeza,centro_oeste,marca_50,influencer_105,quinzenal,boleto,outro,136.64020190615014,1,13/08/1977
parceiros,limpeza,sul,marca_21,influencer_007,bimestral,credito,outro,135.50028630633972,2,17/01/1987
ecommerce,snacks,nordeste,marca_41,influencer_066,semanal,pix,nao_informado,154.93664026035626,2,22/10/1956
app,laticinios,norte,marca_35,influencer_060,semanal,pix,masculino,179.71933572936305,4,07/04/2001
loja_fisica,limpeza,nordeste,marca_20,influencer_004,bimestral,pix,nao_informado,87.45481153458397,7,11/11/1984
ecommerce,limpeza,norte,marca_16,influencer_010,mensal,boleto,nao_informado,140.83099087540438,3,02/09/1980
ecommerce,higiene,norte,marca_39,influencer_002,semanal,carteira_digital,feminino,65.33730460765997,4,10/04/1988
parceiros,snacks,nordeste,marca_07,influencer_035,quinzenal,credito,masculino,64.88340198109508,3,28/10/1999
parceiros,bebidas,norte,marca_51,influencer_006,semanal,pix,outro,96.866616737568,2,21/03/1955
whatsapp,snacks,norte,marca_34,influencer_050,quinzenal,pix,masculino,136.37309090424785,1,19/06/1957
app,bebidas,norte,marca_06,influencer_097,quinzenal,pix,feminino,187.07471280580253,6,24/12/1982
ecommerce,limpeza,norte,marca_42,influencer_073,semanal,credito,nao_informado,194.3578235933563,4,16/11/1996
whatsapp,laticinios,sudeste,marca_25,influencer_080,semanal,boleto,outro,105.80434683697646,3,03/11/2005
loja_fisica,snacks,norte,marca_12,influencer_003,trimestral,credito,nao_informado,132.22137834371318,3,19/02/1959
ecommerce,snacks,norte,marca_57,influencer_100,trimestral,boleto,feminino,157.7202186116197,6,04/04/1976
parceiros,limpeza,sul,marca_43,influencer_017,semanal,boleto,masculino,150.61530753902505,5,06/01/1996
loja_fisica,bebidas,centro_oeste,marca_35,influencer_036,bimestral,debito,feminino,113.22173025708744,4,19/11/2005
parceiros,laticinios,sul,marca_50,influencer_061,semanal,carteira_digital,masculino,123.04420151820882,7,26/10/1968
whatsapp,higiene,sul,marca_32,influencer_111,trimestral,carteira_digital,outro,115.59276313218047,4,09/11/2006
whatsapp,bebidas,centro_oeste,marca_26,influencer_119,trimestral,pix,feminino,111.66504215296783,5,09/02/1997
parceiros,bebidas,sul,marca_11,influencer_093,mensal,carteira_digital,masculino,106.34358292695673,3,19/05/1967
parceiros,laticinios,sul,marca_08,influencer_087,mensal,carteira_digital,outro,115.21366039953232,12,09/09/1998
ecommerce,snacks,sul,marca_25,influencer_063,quinzenal,credito,masculino,103.76743673700565,3,05/05/1985
loja_fisica,limpeza,centro_oeste,marca_27,influencer_079,quinzenal,pix,masculino,74.58329358394639,5,07/04/1999
loja_fisica,bebidas,nordeste,marca_43,influencer_017,mensal,pix,feminino,154.50321132190751,3,23/12/1999
whatsapp,bebidas,norte,marca_26,influencer_032,semanal,boleto,masculino,140.6503093564695,2,18/07/1965
app,laticinios,norte,marca_35,influencer_118,bimestral,carteira_digital,masculino,195.0637497267452,9,09/09/1992
loja_fisica,bebidas,norte,marca_49,influencer_117,mensal,pix,outro,134.78072081077204,2,28/10/1979
parceiros,bebidas,centro_oeste,marca_59,influencer_038,semanal,credito,outro,103.32159405176236,5,10/08/1995
whatsapp,higiene,norte,marca_19,influencer_028,mensal,pix,nao_informado,94.94258479891819,2,20/09/1962
app,laticinios,sul,marca_54,influencer_027,bimestral,boleto,nao_informado,121.89464269398118,7,06/12/1968
parceiros,snacks,centro_oeste,marca_48,influencer_058,mensal,debito,masculino,142.1150065350238,6,27/06/1967
whatsapp,bebidas,nordeste,marca_03,influencer_026,mensal,credito,outro,110.2115758323929,4,06/11/2003
whatsapp,laticinios,sudeste,marca_19,influencer_077,trimestral,debito,feminino,61.18970125850748,4,13/01/1974
app,limpeza,sul,marca_12,influencer_008,semanal,boleto,masculino,90.43958749767543,7,17/01/1967
loja_fisica,laticinios,norte,marca_39,influencer_012,mensal,credito,feminino,120.72100063247547,1,15/05/1993
app,mercearia,sudeste,marca_33,influencer_033,quinzenal,debito,feminino,149.6113463927774,0,17/06/1989
loja_fisica,mercearia,nordeste,marca_29,influencer_093,semanal,credito,masculino,60.567049531532405,5,22/04/1988
app,higiene,sul,marca_45,influencer_038,trimestral,pix,masculino,130.60333802486676,3,24/11/2001
loja_fisica,snacks,nordeste,marca_19,influencer_056,quinzenal,credito,feminino,128.84478121030753,5,10/01/2002
loja_fisica,mercearia,sudeste,marca_22,influencer_078,quinzenal,credito,feminino,101.93694018824053,3,18/02/1974
loja_fisica,mercearia,centro_oeste,marca_51,influencer_094,semanal,boleto,masculino,96.52311122995569,3,16/08/2005
parceiros,laticinios,sul,marca_58,influencer_036,trimestral,credito,nao_informado,90.54705034488188,4,12/01/1984
ecommerce,limpeza,sudeste,marca_46,influencer_087,trimestral,credito,masculino,125.63225213461328,3,15/03/2002
loja_fisica,snacks,nordeste,marca_12,influencer_034,semanal,pix,nao_informado,165.0727465099112,3,23/11/1991
parceiros,higiene,nordeste,marca_06,influencer_077,mensal,credito,masculino,167.91137957963878,2,20/10/1959
ecommerce,limpeza,norte,marca_12,influencer_053,semanal,credito,feminino,75.04078611126099,3,01/10/2004
whatsapp,higiene,nordeste,marca_25,influencer_111,bimestral,pix,nao_informado,112.52087277324381,4,02/05/1985
app,mercearia,sudeste,marca_14,influencer_117,mensal,debito,nao_informado,32.25960790728196,6,20/03/1978
whatsapp,limpeza,centro_oeste,marca_54,influencer_092,semanal,pix,masculino,124.36737244084685,7,15/04/1973
loja_fisica,bebidas,nordeste,marca_40,influencer_109,mensal,carteira_digital,nao_informado,143.9059168052456,1,16/03/1986
ecommerce,limpeza,sudeste,marca_24,influencer_016,trimestral,pix,outro,182.8384474221595,4,24/03/2003
app,limpeza,norte,marca_16,influencer_078,quinzenal,pix,masculino,48.541704507020356,2,07/10/1962
loja_fisica,laticinios,norte,marca_22,influencer_023,semanal,carteira_digital,nao_informado,76.47760312077502,2,08/03/1966
ecommerce,higiene,norte,marca_28,influencer_033,trimestral,pix,feminino,125.76547207502512,3,18/03/1958
app,limpeza,sul,marca_42,influencer_062,semanal,boleto,outro,55.26446534101504,3,22/04/1965
app,higiene,sul,marca_05,influencer_088,mensal,pix,feminino,126.88848603405218,2,28/02/1956
ecommerce,limpeza,nordeste,marca_50,influencer_086,mensal,boleto,outro,144.92010180281864,6,27/11/1966
whatsapp,bebidas,sudeste,marca_07,influencer_104,semanal,carteira_digital,nao_informado,68.74849104187764,3,10/11/1980
parceiros,laticinios,sul,marca_15,influencer_067,semanal,credito,nao_informado,125.30341480193887,1,05/03/1998
whatsapp,laticinios,centro_oeste,marca_59,influencer_111,semanal,carteira_digital,masculino,71.51156259939792,6,18/10/1983
loja_fisica,limpeza,norte,marca_11,influencer_106,semanal,pix,nao_informado,175.01703475753214,4,06/04/1966
loja_fisica,limpeza,sul,marca_05,influencer_101,mensal,pix,masculino,128.26584369840768,4,13/05/1959
parceiros,bebidas,sudeste,marca_38,influencer_027,trimestral,pix,feminino,94.39743884131869,6,09/12/2001
loja_fisica,limpeza,norte,marca_23,influencer_063,semanal,debito,masculino,70.4743447880005,6,11/08/1964
whatsapp,higiene,sul,marca_05,influencer_088,bimestral,credito,nao_informado,135.56598774120994,2,25/10/1995
ecommerce,mercearia,sudeste,marca_00,influencer_117,quinzenal,carteira_digital,nao_informado,174.31742008409663,5,09/06/1969
app,bebidas,sudeste,marca_04,influencer_001,semanal,boleto,outro,89.13984363192566,4,24/08/1988
app,mercearia,norte,marca_31,influencer_039,mensal,carteira_digital,masculino,102.41421335712353,2,07/04/2002
parceiros,snacks,norte,marca_13,influencer_040,quinzenal,debito,outro,89.91437197167241,4,09/09/2003
whatsapp,limpeza,sudeste,marca_46,influencer_034,mensal,debito,outro,182.21970284208584,8,07/12/1960
ecommerce,limpeza,sudeste,marca_51,influencer_098,quinzenal,debito,outro,43.65438124129679,4,21/02/1982
parceiros,snacks,norte,marca_08,influencer_005,bimestral,credito,nao_informado,171.423728912009,5,22/07/1980
loja_fisica,higiene,nordeste,marca_20,influencer_042,trimestral,pix,masculino,104.91207646211495,6,01/04/2001
app,mercearia,norte,marca_08,influencer_085,quinzenal,carteira_digital,outro,117.13539520535029,2,10/08/1996
app,limpeza,sudeste,marca_17,influencer_048,trimestral,carteira_digital,nao_informado,106.37461401131287,6,27/06/1962
app,bebidas,norte,marca_14,influencer_017,semanal,pix,nao_informado,129.58403525928588,2,15/05/2001
app,higiene,centro_oeste,marca_47,influencer_073,semanal,debito,masculino,90.80804980240907,2,05/05/1974
app,snacks,nordeste,marca_20,influencer_062,semanal,pix,masculino,162.3353254635072,2,06/07/1991
loja_fisica,limpeza,sudeste,marca_29,influencer_117,trimestral,pix,masculino,163.95988171176418,4,14/03/1964
app,limpeza,norte,marca_40,influencer_089,bimestral,boleto,feminino,80.66363840893024,3,06/04/1969
parceiros,bebidas,sul,marca_49,influencer_118,trimestral,pix,feminino,146.69867862136155,6,13/01/1958
ecommerce,limpeza,sudeste,marca_17,influencer_022,bimestral,credito,outro,105.7402455906752,3,17/06/1961
parceiros,mercearia,sul,marca_12,influencer_091,quinzenal,credito,masculino,122.06533960245706,2,14/08/2004
ecommerce,mercearia,centro_oeste,marca_58,influencer_066,trimestral,carteira_digital,masculino,181.00603589403767,12,17/08/1963
ecommerce,bebidas,sul,marca_19,influencer_085,trimestral,boleto,feminino,93.03863328206752,2,02/03/1988
ecommerce,snacks,centro_oeste,marca_40,influencer_055,bimestral,carteira_digital,masculino,157.06197759318349,5,15/10/1995
loja_fisica,higiene,nordeste,marca_40,influencer_025,mensal,debito,feminino,138.28500715809213,2,02/05/1959
parceiros,bebidas,nordeste,marca_30,influencer_005,trimestral,pix,nao_informado,112.23887442196475,9,20/10/1970
app,higiene,sudeste,marca_13,influencer_100,semanal,debito,outro,134.69614270115295,5,15/10/1980
whatsapp,bebidas,norte,marca_08,influencer_097,trimestral,carteira_digital,masculino,129.93647693267556,3,18/01/1972
parceiros,bebidas,sudeste,marca_29,influencer_019,trimestral,debito,masculino,73.66586751581234,6,10/01/2001
parceiros,limpeza,nordeste,marca_30,influencer_077,bimestral,boleto,outro,95.73104625521253,3,06/07/1964
parceiros,snacks,sul,marca_46,influencer_088,semanal,credito,masculino,78.1899046016369,4,19/11/1993
